tweet,emoji,text,compound,sentiment
Sometimes you just Have to support yourself 😏 Wait for No one!!,😏,Sometimes you just Have to support yourself  Wait for No one!!,0.2695,positive
'iKON Japan Dome Tour 2017 (Additional Shows) DVD' RANKS  IN ORICON DVD DAILY CHART 🎉👏,🎉👏,'iKON Japan Dome Tour 2017 (Additional Shows) DVD' RANKS  IN ORICON DVD DAILY CHART ,0.0,neutral
I can't see these pics😭😭 What is happening Twitter??,😭😭,I can't see these pics What is happening Twitter??,0.0,neutral
"FAO: Scots, If you get upset or angry at the sight of 🇬🇧 which incidentally is your nation’s flag and the one many Sco…",,"FAO: Scots, If you get upset or angry at the sight of 🇬🇧 which incidentally is your nation’s flag and the one many Sco…",-0.7096,negative
Taxi owner murdered in Jeppe Johannesburg. WARNING 🔴 GRAPHIC,🔴,Taxi owner murdered in Jeppe Johannesburg. WARNING  GRAPHIC,-0.8192,negative
ANTI freestyle video ❄️,❄,ANTI freestyle video ️,-0.3254,negative
We’re praying for you POTUS!🙏,🙏,We’re praying for you POTUS!,0.4199,positive
Tomorrow I will reveal the 12 outstanding finalists of the 2018  🏆 - Stay tuned!,🏆,Tomorrow I will reveal the 12 outstanding finalists of the 2018   - Stay tuned!,0.6476,positive
"I got back on my feet now , I can take care of my team now , Ima hold my whole team down , niggas hate and I dont see how 🤦🏾‍♂️",🤦🏾♂,"I got back on my feet now , I can take care of my team now , Ima hold my whole team down , niggas hate and I dont see how ‍️",-0.4404,negative
"Imagine entering a danfo, and the passenger asking the conductor how many rts for their destination 😂😂 …",😂😂,"Imagine entering a danfo, and the passenger asking the conductor how many rts for their destination  …",0.0,neutral
[ iHeart: Vote Rate] Tweets + RTs for Best Fan Army in the last hour (4:45pm - 5:45pm) 1. BTSARMY - 238.0K+ ↗️🚨…,↗🚨,[ iHeart: Vote Rate] Tweets + RTs for Best Fan Army in the last hour (4:45pm - 5:45pm) 1. BTSARMY - 238.0K+ ️…,0.7579,positive
🔁RETWEET to send a strong message that it’s time  is required to vote in all 50 states.,🔁,RETWEET to send a strong message that it’s time  is required to vote in all 50 states.,0.5106,positive
happy birthday abidale💗💗 love &amp; miss you pretty girl,💗💗,happy birthday abidale love &amp; miss you pretty girl,0.8885,positive
HOV x  👊🏿,👊🏿,HOV x  ,0.0,neutral
the perfect view 👏🏻👀,👏🏻👀,the perfect view ,0.5719,positive
"Omg 😯 2019 films includes Captain Marvel and the untitled sequel to Avengers: Infinity War, Toy Story 4, Frozen 2, live-a…",😯,"Omg  2019 films includes Captain Marvel and the untitled sequel to Avengers: Infinity War, Toy Story 4, Frozen 2, live-a…",-0.2732,negative
The airs vibe where I live is the same but glad you guys are feeling a good change ❤️,❤,The airs vibe where I live is the same but glad you guys are feeling a good change ️,0.8625,positive
No he did not say “Telemundo and chill”.... 🤦🏾‍♀️,🤦🏾♀,No he did not say “Telemundo and chill”.... ‍️,-0.296,negative
USA = United States of Attama 🇺🇸,,USA = United States of Attama 🇺🇸,0.4215,positive
STRAWBERRY😂😋,😂😋,STRAWBERRY,0.0,neutral
Thanks girly ❤️,❤,Thanks girly ️,0.4404,positive
"Happy birthday, Rik! 🎉🍾🎂 Today would have been Rik’s 60th birthday. Let’s show just how much we love him! A celebrati…",🎉🍾🎂,"Happy birthday, Rik!  Today would have been Rik’s 60th birthday. Let’s show just how much we love him! A celebrati…",0.8585,positive
Jo Kwon’s instagram post: caption: “animal feat j-hope 👠 been a while to see him and so proud of hoseok! let the mixtape…,👠,Jo Kwon’s instagram post: caption: “animal feat j-hope  been a while to see him and so proud of hoseok! let the mixtape…,0.6466,positive
[ 180326  6TH MINI ALBUM &lt; SCHEDULER ✔️,✔,[ 180326  6TH MINI ALBUM &lt; SCHEDULER ️,0.0,neutral
I'm online  💚,💚,I'm online  ,0.0,neutral
Bc I tweet what’s on my mind 😂,😂,Bc I tweet what’s on my mind ,0.0,neutral
"I do not give one fucks, two fucks 🔴fucks 🔵fucks",🔴🔵,"I do not give one fucks, two fucks fucks fucks",0.8487,positive
Was it on Button Moon? 😂,😂,Was it on Button Moon? ,0.0,neutral
🗣A GENERAL post... will hurt a GUILTY soul 🤷🏽‍♀️☺️,🗣🤷🏽♀☺,A GENERAL post... will hurt a GUILTY soul ‍️️,-0.7865,negative
Vince Staples launches $2 million GoFundMe so haters can pay him to go away 😭😂 …,😭😂,Vince Staples launches $2 million GoFundMe so haters can pay him to go away  …,-0.6985,negative
let’s help our B-Armys trend this hashtag  ❤️,❤,let’s help our B-Armys trend this hashtag  ️,0.4019,positive
Y'all see how my man put the cup down &amp; walked off tho😤,😤,Y'all see how my man put the cup down &amp; walked off tho,0.0,neutral
our energy Jackson! Happy birthday!🎂🐢,🎂🐢,our energy Jackson! Happy birthday!,0.7494,positive
"Addubk, it's in your will oh God! 🙏🏻",🙏🏻,"Addubk, it's in your will oh God! ",0.3382,positive
These guys throw 🔥. Who are your picks?,🔥,These guys throw . Who are your picks?,0.0,neutral
Quality reps with 💯,💯,Quality reps with ,0.0,neutral
[Random  🎁 Win a Random GIFT 📲 1️⃣  this tweet 2️⃣ Follow Draw in 11 Minutes 🔥 …,🎁📲🔥,[Random   Win a Random GIFT  1️⃣  this tweet 2️⃣ Follow Draw in 11 Minutes  …,0.8143,positive
Alex be like I could have chosen Cee-c but the night hadn't finished so anything can still happen😂😂😂😂😂 burst brain,😂😂😂😂😂,Alex be like I could have chosen Cee-c but the night hadn't finished so anything can still happen burst brain,0.1901,positive
Lol ngisho ngimbhimbha 😂😂😂 but I’m always telling them ukudansa ukubala😝😝😝😝😝😝😝😝,😂😂😂😝😝😝😝😝😝😝😝,Lol ngisho ngimbhimbha  but I’m always telling them ukudansa ukubala,0.2263,positive
Time to separate the wheat from the chaff!!  🇺🇸,,Time to separate the wheat from the chaff!!  🇺🇸,0.0,neutral
"Caught her cheating with a ""non human"" 😕",😕,"Caught her cheating with a ""non human"" ",-0.5574,negative
Follow &amp; RT for a chance to win the ultimate Watford FC day out! Prizes include; 📝Signed Shirt by Watford First Team 🎟️2x Tick…,📝🎟,Follow &amp; RT for a chance to win the ultimate Watford FC day out! Prizes include; Signed Shirt by Watford First Team ️2x Tick…,0.8439,positive
"Did I miss something?🤓😎  Ma bae the greatest, love you legend!",🤓😎,"Did I miss something?  Ma bae the greatest, love you legend!",0.8439,positive
"Man, that is a beautiful compliment. I appreciate it 🙏🏼 ... I also agree with you. That shit is light years ahead 😭 ....…",🙏🏼😭,"Man, that is a beautiful compliment. I appreciate it  ... I also agree with you. That shit is light years ahead  ....…",0.8225,positive
180327 KBS World Idol Show K-RUSH Season3 NCT 127 It's wonderful!😜️,😜,180327 KBS World Idol Show K-RUSH Season3 NCT 127 It's wonderful!️,0.0,neutral
Send me a nigga that knows how to be MY nigga &amp; not everybody else’s 💁🏽‍♀️.,💁🏽♀,Send me a nigga that knows how to be MY nigga &amp; not everybody else’s ‍️.,0.0,neutral
South Carolina's all-time scoring and blocking leader: ✔️ 3-time first-team AP All-American: ✔️ Only 3-time SEC Player of the Yea…,✔✔,South Carolina's all-time scoring and blocking leader: ️ 3-time first-team AP All-American: ️ Only 3-time SEC Player of the Yea…,-0.3818,negative
"[BTS V OFFICIAL] Run and run again~ RUN BTS!🏃🏻🏃🏼Preview👀 - March 27th, 2018 9:00 PM(KST) RUN BTS! 2017 - Epi.46 @ V LIVE…",🏃🏻🏃🏼👀,"[BTS V OFFICIAL] Run and run again~ RUN BTS!Preview - March 27th, 2018 9:00 PM(KST) RUN BTS! 2017 - Epi.46 @ V LIVE…",0.0,neutral
2016 jimin on the left and 2018 jimin on the right. We love our fellow Mina stan 💕,💕,2016 jimin on the left and 2018 jimin on the right. We love our fellow Mina stan ,0.6369,positive
I stay away from where I’m not wanted 💯,💯,I stay away from where I’m not wanted ,0.0,neutral
i’m so ᶠ ᵘ ᶜ ᵏ ᶦ ᶰ ugly whenever i 💞💓💞💗💖💓 💖 💗…,💞💓💞💗💖💓💖💗,i’m so ᶠ ᵘ ᶜ ᵏ ᶦ ᶰ ugly whenever i   …,-0.5563,negative
"GREEN DAY: Billie Joe Armstrong of Green Day in Washington, DC. Photo © 2017 by  …",©,"GREEN DAY: Billie Joe Armstrong of Green Day in Washington, DC. Photo  2017 by  …",0.0,neutral
"10,000 rts and will go to prom with me , twitter help me out pleaseeee 😭",😭,"10,000 rts and will go to prom with me , twitter help me out pleaseeee ",0.4019,positive
FDPH is giving away 4sets of Puppy ℓove Bundle C in celebration of  How to join? 🔥RT this tweet 💡Must be f…,🔥💡,FDPH is giving away 4sets of Puppy ℓove Bundle C in celebration of  How to join? RT this tweet Must be f…,0.5574,positive
Thank you so much!!! I love the momma didnt raise a quitter. Its funny and relatable 😂😂😂,😂😂😂,Thank you so much!!! I love the momma didnt raise a quitter. Its funny and relatable ,0.8946,positive
I'm not really ready to leave 😞,😞,I'm not really ready to leave ,-0.4196,negative
"🐰We ❤️ our golden maknae, even though he never stops joking around. It's  so share the best of Jungko…",🐰❤,"We ️ our golden maknae, even though he never stops joking around. It's  so share the best of Jungko…",0.7968,positive
"A Milly!!!  ・・・ It's time to celebrate 🎉🍾  by , &amp; official…",🎉🍾,"A Milly!!!  ・・・ It's time to celebrate   by , &amp; official…",0.6784,positive
This photo has been 👍,👍,This photo has been ,0.0,neutral
we’re all so proud of how far you’ve come ❤️ ily,❤,we’re all so proud of how far you’ve come ️ ily,0.8552,positive
🙌 YASSS It's time for a great show Bow2✴️Paigey 😈: ❤,🙌✴😈❤, YASSS It's time for a great show Bow2️Paigey : ,0.6249,positive
James🙏🏼    🇺🇸…,🙏🏼,James    🇺🇸…,0.0,neutral
An I the only one who's excited for Jackson birthday tomorrow?😍💜,😍💜,An I the only one who's excited for Jackson birthday tomorrow?,0.34,positive
Pro tip: always have a lana del ray playlist ready for when girls are in the car ✌🏻️,✌🏻,Pro tip: always have a lana del ray playlist ready for when girls are in the car ️,0.3612,positive
omg 15 years old should chill. those 13 years old were them 2 years back. 😂😂😂,😂😂😂,omg 15 years old should chill. those 13 years old were them 2 years back. ,0.0,neutral
😮Retweet if you follow back &amp; Follow everyone who retweet or like it.,😮,Retweet if you follow back &amp; Follow everyone who retweet or like it.,0.3612,positive
Is this the first class flight 🛫,🛫,Is this the first class flight ,0.0,neutral
Congrats JaDine 👏👏👏,👏👏👏,Congrats JaDine ,0.5267,positive
smile 💛,💛,smile ,0.3612,positive
Facts 😂,😂,Facts ,0.0,neutral
Heyyy can we be friends😀coz i really want to have an online friend — suree hmu! 🤙🏻,😀🤙🏻,Heyyy can we be friendscoz i really want to have an online friend — suree hmu! ,0.623,positive
"Ok, thanks Google 😂",😂,"Ok, thanks Google ",0.6249,positive
I liked a video 🔴NICK NEWELL LIVE! ONE ARMED UFC FIGHTER?,🔴,I liked a video NICK NEWELL LIVE! ONE ARMED UFC FIGHTER?,0.6625,positive
Can’t begin to explain how much this reminds me of my grandpa. Love you Papou ❤️,❤,Can’t begin to explain how much this reminds me of my grandpa. Love you Papou ️,0.6369,positive
Ter A B S di abs. 😂,😂,Ter A B S di abs. ,0.0,neutral
It's the fuqn truth 😡😠🤬 Hi Ann😜,😡😠🤬😜,It's the fuqn truth  Hi Ann,0.3182,positive
"Why would she, a queen ever let your hands anywhere near her😑😑😑",😑😑😑,"Why would she, a queen ever let your hands anywhere near her",0.0,neutral
Good morning ❤️,❤,Good morning ️,0.4404,positive
yeah bro bro 🤙🏽,🤙🏽,yeah bro bro ,0.296,positive
A beautiful gift from Baloch Nation to Pakistan. 😁😁😁 Shame On Qadoo Ajaam !!!,😁😁😁,A beautiful gift from Baloch Nation to Pakistan.  Shame On Qadoo Ajaam !!!,0.6784,positive
"*cough* ass kissers *cough* 😛 but seriously, shawn knows the difference between being cool &amp; supporti…",😛,"*cough* ass kissers *cough*  but seriously, shawn knows the difference between being cool &amp; supporti…",0.1027,positive
180327 — © minstory,©,180327 —  minstory,0.0,neutral
Wow &amp; nobody gassed him up?! 😭,😭,Wow &amp; nobody gassed him up?! ,0.6239,positive
he is such a boyfriend ughh 😢,😢,he is such a boyfriend ughh ,0.0,neutral
Ending today with this. Good night. 💚,💚,Ending today with this. Good night. ,0.5228,positive
✌️ more days,✌,️ more days,0.0,neutral
😍NO REGRETS TOUR HOODIES😍 YELLOW or RED? 🤔😏 🎩🐺🌹,😍😍🤔😏🎩🐺🌹,NO REGRETS TOUR HOODIES YELLOW or RED?  ,-0.7324,negative
I want everybody to win💪🏾,💪🏾,I want everybody to win,0.6249,positive
happy birthday to our girl halle! 😍,😍,happy birthday to our girl halle! ,0.6114,positive
War Remnants Museum in Ho Chi Minh City🇻🇳,,War Remnants Museum in Ho Chi Minh City🇻🇳,-0.5994,negative
This went left for him real quick 🤣🤣🤣💀💀💀💀😭😭😭😭😭😭😭,🤣🤣🤣💀💀💀💀😭😭😭😭😭😭😭,This went left for him real quick ,0.0,neutral
He dubbed her y’all he never gone get no buns😂 he so picky,😂,He dubbed her y’all he never gone get no buns he so picky,0.2235,positive
back in la for the next month😍,😍,back in la for the next month,0.0,neutral
Kejriwal criticises BJP for scuttling ration delivery. 🔺He would visit slums from next week along with his MLAs to tell th…,🔺,Kejriwal criticises BJP for scuttling ration delivery. He would visit slums from next week along with his MLAs to tell th…,-0.3182,negative
this is what sex is gonna start looking like thanks to Rihanna 😫,😫,this is what sex is gonna start looking like thanks to Rihanna ,0.6597,positive
"I hate a ""it's up to you"" ass nigga . Like boy if you don't plan something with yo unromantic ass 🤣",🤣,"I hate a ""it's up to you"" ass nigga . Like boy if you don't plan something with yo unromantic ass ",-0.8481,negative
"you see his face when she did that, disgusted😂",😂,"you see his face when she did that, disgusted",-0.5267,negative
😆 I'm the best 😂😂,😆😂😂, I'm the best ,0.6369,positive
Wishing all involved in tonight's   a wonderful night 🏆,🏆,Wishing all involved in tonight's   a wonderful night ,0.6808,positive
💞🌎 Follow&amp;RT,💞🌎, Follow&amp;RT,0.0,neutral
"Water is land? Uh, I don't THINK so! 😂 What is it, opposite day or something?? 😂🤣😅    …",😂😂🤣😅,"Water is land? Uh, I don't THINK so!  What is it, opposite day or something??     …",0.0,neutral
I'm so emoTionAl 😔😔😔,😔😔😔,I'm so emoTionAl ,0.2247,positive
That’s called Permanent resting bitch face 🤷🏾‍♀️,🤷🏾♀,That’s called Permanent resting bitch face ‍️,-0.5859,negative
"Wait a second... Brian Stelter from  wanted to correct  😲 Hell is freezing over...actually no, he didn't…",😲,"Wait a second... Brian Stelter from  wanted to correct   Hell is freezing over...actually no, he didn't…",-0.802,negative
She act just like how she play in movies 😹,😹,She act just like how she play in movies ,0.5994,positive
Bruhhhh pops came busting thru 😂😂😂,😂😂😂,Bruhhhh pops came busting thru ,0.0,neutral
a nigga that loveeeees eating pussy&gt;&gt;&gt;&gt;&gt;&gt; 😛😻,😛😻,a nigga that loveeeees eating pussy&gt;&gt;&gt;&gt;&gt;&gt; ,0.0,neutral
Of course darling 😜,😜,Of course darling ,0.5859,positive
truuu but sometimes they get in my face and wave 😒,😒,truuu but sometimes they get in my face and wave ,0.0,neutral
For you means my followers 😆,😆,For you means my followers ,0.0,neutral
don’t hmu when the person that made you fold on me fold on you🤭,🤭,don’t hmu when the person that made you fold on me fold on you,0.0,neutral
I really want a  Project for the next HVFF 😍😍😍😍 Emily excited face when she look at this!! She loves s…,😍😍😍😍,I really want a  Project for the next HVFF  Emily excited face when she look at this!! She loves s…,0.8062,positive
Parking in D.C. 😂😂,😂😂,Parking in D.C. ,0.0,neutral
Hope notices my new stennies🙃,🙃,Hope notices my new stennies,0.4404,positive
That lenny face THO😂😂,😂😂,That lenny face THO,0.0,neutral
"Copy successful traders automatically with Bitcoin! 💰💰 I copy ""Dividend667"". Do you? ➡️ …",💰💰➡,"Copy successful traders automatically with Bitcoin!  I copy ""Dividend667"". Do you? ️ …",0.6239,positive
always my luv ☹️,☹,always my luv ️,0.0,neutral
I got no worries 😉,😉,I got no worries ,-0.6124,negative
Thank you very much for the feature 😍,😍,Thank you very much for the feature ,0.3612,positive
Nice bro 😁👍🏻,😁👍🏻,Nice bro ,0.4215,positive
i’m really upset that i didn’t get the new gymshark release ☹️,☹,i’m really upset that i didn’t get the new gymshark release ️,-0.4391,negative
I be reading the fuck outta people 💁🏿‍♂️and most of the time I be right,💁🏿♂,I be reading the fuck outta people ‍️and most of the time I be right,-0.5423,negative
So my sister has that Musically App &amp; I thought this was the funniest video ever 😂😂,😂😂,So my sister has that Musically App &amp; I thought this was the funniest video ever ,0.5574,positive
highlights from Pro Day! 🏈,🏈,highlights from Pro Day! ,0.0,neutral
FAP MATERIAL ( ได้ทวีต: 🔸Free Adult Webcams !! 🔹Start Free Chatting Now 🔸 🔹…,🔸🔹🔸🔹,FAP MATERIAL ( ได้ทวีต: Free Adult Webcams !! Start Free Chatting Now  …,0.8011,positive
Follow me and the 1st 50 to RETWEET fast! Let's see if you've got notifications on ☺,☺,Follow me and the 1st 50 to RETWEET fast! Let's see if you've got notifications on ,0.0,neutral
SENDING CONDOLENCES FROM UAPB 🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾 Praying for the JSU family Jackson State University is sadden…,🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾,SENDING CONDOLENCES FROM UAPB  Praying for the JSU family Jackson State University is sadden…,0.3612,positive
swag- something we asians got 🙈,🙈,swag- something we asians got ,0.0,neutral
Gain actives fast!! 👉 Retweet 👉 Follow everyone 👉 Follow back,👉👉👉,Gain actives fast!!  Retweet  Follow everyone  Follow back,0.7256,positive
IN LESS THAN 10 HOURS I WILL BE LEGALLY DRINKING AT THE BAR!!!!! omg omg omg I’m (almost) finally 21 🍻,🍻,IN LESS THAN 10 HOURS I WILL BE LEGALLY DRINKING AT THE BAR!!!!! omg omg omg I’m (almost) finally 21 ,0.5108,positive
God forgive me for reading this 🙏,🙏,God forgive me for reading this ,0.4939,positive
Superb.. 👌,👌,Superb.. ,0.0,neutral
Will Smith is my favorite person 🕺🏻,🕺🏻,Will Smith is my favorite person ,0.4588,positive
Watch this Video how The Aadi Team United Together and Maked A Sensational Aadi of  😍😍👌👌,😍😍👌👌,Watch this Video how The Aadi Team United Together and Maked A Sensational Aadi of  ,0.4215,positive
Happy Birthday Jackson !! 😍 🍰 🙌🏼,😍🍰🙌🏼,Happy Birthday Jackson !!   ,0.6467,positive
Nigeria needs a homecoming show this year! 🇳🇬,,Nigeria needs a homecoming show this year! 🇳🇬,0.0,neutral
PiDism greatest follower 👇,👇,PiDism greatest follower ,0.6369,positive
Your  is on for  🎉🎶,🎉🎶,Your  is on for  ,0.0,neutral
"Stop on by my office for a lovely ""full"" body examination from your favorite slutty nurse~💕 https…",💕,"Stop on by my office for a lovely ""full"" body examination from your favorite slutty nurse~ https…",0.3182,positive
The last day of  is a cause for celebration. 🎉 Let's have a,🎉,The last day of  is a cause for celebration.  Let's have a,0.0,neutral
More Photos of Chris Evans at the Opening Night of  🎭,🎭,More Photos of Chris Evans at the Opening Night of  ,0.0,neutral
Totes bibe high 😂 I’m having T-Lee flashbacks,😂,Totes bibe high  I’m having T-Lee flashbacks,0.0,neutral
Join our Whitelist and claim 30% bonus before it is too late! ✈️  ✈️,✈✈,Join our Whitelist and claim 30% bonus before it is too late! ️  ️,0.7177,positive
"💖 GIVEAWAY 💖 In honor of Soonwoo being cute yesterday, I'm doing a giveaway of my extra Alone album + an OT13 The Sae…",💖💖," GIVEAWAY  In honor of Soonwoo being cute yesterday, I'm doing a giveaway of my extra Alone album + an OT13 The Sae…",0.6369,positive
The ROY race could be tighter than the Western Conference playoff race ROY watch 👉 …,👉,The ROY race could be tighter than the Western Conference playoff race ROY watch  …,0.0,neutral
Don't forget about how amazing is our SBA Cast and Crew work 👑👑 Birce and Ibo acting performance is beyond perfection 😍…,👑👑😍,Don't forget about how amazing is our SBA Cast and Crew work  Birce and Ibo acting performance is beyond perfection …,0.8468,positive
I say this bout dem bitch niggas all da tIme 😂😂,😂😂,I say this bout dem bitch niggas all da tIme ,-0.7351,negative
beautiful baby 😍💚🍀,😍💚🍀,beautiful baby ,0.5994,positive
Here's Why We Need Guns I'm going to make this easy for you to understand: ✔️FBI knew about Nikolas Cruz ✔️FBI knew abou…,✔✔,Here's Why We Need Guns I'm going to make this easy for you to understand: ️FBI knew about Nikolas Cruz ️FBI knew abou…,0.5228,positive
Facebook never fails me😂,😂,Facebook never fails me,0.3252,positive
What did I do to deserve you 😭❤️,😭❤,What did I do to deserve you ️,0.0,neutral
How to Be Productive Using the Pomodoro Technique 🍅 (We use this every day.) …,🍅,How to Be Productive Using the Pomodoro Technique  (We use this every day.) …,0.0,neutral
Made this Cajun fettuccine today with lemon pepper wings and ciabatta garlic bread 😋,😋,Made this Cajun fettuccine today with lemon pepper wings and ciabatta garlic bread ,0.0,neutral
😹😹😹😹😹😹 I'm be like:,😹😹😹😹😹😹, I'm be like:,0.3612,positive
Follow everyone who Like and Retweet. 🥋,🥋,Follow everyone who Like and Retweet. ,0.3612,positive
What's your favourite track? 🎶,🎶,What's your favourite track? ,0.0,neutral
My album “INVASION OF PRIVACY” will be out APRIL 6!👌🏽👌🏽Thanks for the love❤️,👌🏽👌🏽❤,My album “INVASION OF PRIVACY” will be out APRIL 6!Thanks for the love️,0.0,neutral
Which song do you have on 'Repeat' right now?👀,👀,Which song do you have on 'Repeat' right now?,0.0,neutral
Use It Right - I’mma I’mma means “I’m going to” DAN BUKAN “I’m a” I’mma win the race ✔️ I’mma be your best man ✔️ I…,✔✔,Use It Right - I’mma I’mma means “I’m going to” DAN BUKAN “I’m a” I’mma win the race ️ I’mma be your best man ️ I…,0.8402,positive
because of you I'll sore up high ❣️,❣,because of you I'll sore up high ️,-0.3612,negative
"Copy successful traders automatically with Bitcoin! 💰💰 I copy ""Dividend667"". Do you? ➡️ …",💰💰➡,"Copy successful traders automatically with Bitcoin!  I copy ""Dividend667"". Do you? ️ …",0.6239,positive
@ this shit don’t work😂😂😂😂😂😂😂😂😭😭😭😭😭😭😭,😂😂😂😂😂😂😂😂😭😭😭😭😭😭😭,@ this shit don’t work,-0.5574,negative
omg you just reminded me that shes gonna be 1 by the end of march 😭😭 she's growing so fast,😭😭,omg you just reminded me that shes gonna be 1 by the end of march  she's growing so fast,0.1779,positive
Yellow/Orange can actually be associated with Happiness or Joy plus B’s caption 🤔🐸,🤔🐸,Yellow/Orange can actually be associated with Happiness or Joy plus B’s caption ,0.8126,positive
"either seok is lovable and cuddly and hot so its a win-win for both of us 👀👀 i'll ship u with actor seok too, uwu",👀👀,"either seok is lovable and cuddly and hot so its a win-win for both of us  i'll ship u with actor seok too, uwu",0.6124,positive
You're welcome. 😎,😎,You're welcome. ,0.4588,positive
"That amizing,Japan ...👌😯😯😯",👌😯😯😯,"That amizing,Japan ...",0.0,neutral
Counting my blessings 💔,💔,Counting my blessings ,0.5423,positive
Tasty 🤤 probably need one more person huh 😏😈,🤤😏😈,Tasty  probably need one more person huh ,0.0,neutral
I can’t deal with them on here 😂😂,😂😂,I can’t deal with them on here ,0.0,neutral
Finally Something Good On TV. I LOVE Roseanne🤣,🤣,Finally Something Good On TV. I LOVE Roseanne,0.8331,positive
daniel laughing at jaehwan’s extra bu amazing adlibㅋㅋㅋㅋㅋ i just love these small interections of 96즈💕💕 …,💕💕,daniel laughing at jaehwan’s extra bu amazing adlibㅋㅋㅋㅋㅋ i just love these small interections of 96즈 …,0.9042,positive
"Hi ☺️ are you going to have our boys perform at your BBMAs this year? If yes, please do not reply back…",☺,"Hi ️ are you going to have our boys perform at your BBMAs this year? If yes, please do not reply back…",0.6124,positive
🎉 Anime Huggies New APRIL Arrivals is here!!! 🎉 Choose your waifu/husbando now and show your love for them! Check i…,🎉🎉, Anime Huggies New APRIL Arrivals is here!!!  Choose your waifu/husbando now and show your love for them! Check i…,0.7482,positive
That movie was crazyyy. Now I wanna watch it again😂,😂,That movie was crazyyy. Now I wanna watch it again,0.0,neutral
and i need a good grade 💀,💀,and i need a good grade ,0.4404,positive
💛💚💛Tuesday Spring New Releases💛💚💛 All necklaces come with a complimentary pair of matching…,💛💚💛💛💚💛,Tuesday Spring New Releases All necklaces come with a complimentary pair of matching…,0.4404,positive
Will forever be the mood cause y’all love erkin lil ni🤦🏾‍♀️..,🤦🏾♀,Will forever be the mood cause y’all love erkin lil ni‍️..,0.6369,positive
me: school is killing me😭 i don’t have time for anything also me:,😭,me: school is killing me i don’t have time for anything also me:,-0.6597,negative
Ok twit it’s a long shot but i want to adopt a dog from the shelter so twit do yo thing please 😭,😭,Ok twit it’s a long shot but i want to adopt a dog from the shelter so twit do yo thing please ,0.7227,positive
As you shouldn’t. Tf 😒,😒,As you shouldn’t. Tf ,0.0,neutral
Wait! What? You mean...... she lied? 🤔,🤔,Wait! What? You mean...... she lied? ,-0.5027,negative
Loved it❤️,❤,Loved it️,0.5994,positive
Damn if I knew I would've brought my heating pad. 😧,😧,Damn if I knew I would've brought my heating pad. ,-0.4019,negative
When he FaceTimes you while he’s out 😍❤️😍😍😍😍😍❤️😭😍,😍❤😍😍😍😍😍❤😭😍,When he FaceTimes you while he’s out ️️,0.0,neutral
More like kill me now 😂😂 be dead before we even get there,😂😂,More like kill me now  be dead before we even get there,-0.8169,negative
johnny storm 🔥 bisexual to the point of foolishness 🔥 falls in love with every attractive person i see 🔥fiercely…,🔥🔥🔥,johnny storm  bisexual to the point of foolishness  falls in love with every attractive person i see fiercely…,0.6486,positive
Where’s the option for neither 🤮,🤮,Where’s the option for neither ,0.0,neutral
My boy done grew up 🤙🙏 that shit hurts fr to see the Woman you love with someone else but if the love is real. Her…,🤙🙏,My boy done grew up  that shit hurts fr to see the Woman you love with someone else but if the love is real. Her…,0.7227,positive
"🚨🚨DAILY WARNING!🚨🚨 SHEP IS NOW ON, SO TURN TO NEWS OR DO IT NOW!!!",🚨🚨🚨🚨,"DAILY WARNING! SHEP IS NOW ON, SO TURN TO NEWS OR DO IT NOW!!!",-0.5526,negative
Gotta do everything on my own ......can’t ask people for nothing in this world I swear💯🙅🏽‍♀️,💯🙅🏽♀,Gotta do everything on my own ......can’t ask people for nothing in this world I swear‍️,0.0,neutral
getting yelled at by yo bf will hurt yo feelings 😂 on God 😒🙄,😂😒🙄,getting yelled at by yo bf will hurt yo feelings  on God ,-0.3182,negative
🔔 CHANGE OF THOS TAG 🔔 Don’t forget the THOS voting tag has now changed to  😌 Don’t forget to tag,🔔🔔😌, CHANGE OF THOS TAG  Don’t forget the THOS voting tag has now changed to   Don’t forget to tag,-0.4215,negative
' M/V MAKING TEASER   release 'D-5' ➡️ 2018. 04. 04 6PM(KST)   https://t…,➡,' M/V MAKING TEASER   release 'D-5' ️ 2018. 04. 04 6PM(KST)   https://t…,-0.4084,negative
"This story actually broke my heart, some women can be so evil, may Allah heal him ❤️",❤,"This story actually broke my heart, some women can be so evil, may Allah heal him ️",-0.8561,negative
Going through chemo and she’s still taking care of me 😭,😭,Going through chemo and she’s still taking care of me ,0.4939,positive
😂🤣🤣 who is running this account?!? My sides!,😂🤣🤣, who is running this account?!? My sides!,0.0,neutral
Jim Harbaugh after he realized Michigan was the only B10 team to lose a bowl game 😂😂😂,😂😂😂,Jim Harbaugh after he realized Michigan was the only B10 team to lose a bowl game ,-0.4019,negative
First day on the job for  Cali Brown — she hit the ground running! 🐶👔,🐶👔,First day on the job for  Cali Brown — she hit the ground running! ,0.0,neutral
Literally the 😆😆,😆😆,Literally the ,0.0,neutral
